Student ID,Subject_Knowledge,Explanation_Quality,Presentation_Quality,Assignment_Difficulty,Doubt_Resolution,Course_Structure,Extra_Support,Course_Recommendation,Event_Type,Department,Overall_Score,Satisfaction_Level,Feedback_Comment,Polarity,Subjectivity,Sentiment
321,5,7,6,2,3,5,3,5,Cultural Event,Management,4.5,Medium,Some useful information but could be improved.,0.3,0.0,Positive
904,8,5,8,9,7,9,8,6,Cultural Event,Arts,7.5,High,The event exceeded my expectations. Very well organized.,0.2,0.3,Positive
171,6,10,4,6,1,6,2,3,Workshop,Mechanical,4.75,Medium,The content was decent but the pace was too fast.,0.18333333333333335,0.6333333333333333,Positive
695,10,4,4,1,5,8,7,1,Workshop,Mechanical,5.0,Medium,The topic was interesting but execution was average.,0.175,0.44999999999999996,Positive
498,8,5,4,5,10,7,1,10,Workshop,Mechanical,6.25,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
446,7,8,5,10,10,2,5,9,Workshop,Arts,7.0,High,The event exceeded my expectations. Very well organized.,0.2,0.3,Positive
982,9,10,7,5,6,6,1,5,Tech Talk,Arts,6.12,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
981,7,6,7,5,4,6,8,3,Guest Lecture,Management,5.75,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
849,6,10,6,7,7,4,10,7,Guest Lecture,Computer Science,7.12,High,Excellent event! The speaker was very knowledgeable and engaging.,0.5333333333333333,0.6666666666666666,Positive
297,7,10,6,8,10,10,2,8,Workshop,Management,7.62,High,The event exceeded my expectations. Very well organized.,0.2,0.3,Positive
713,8,6,7,5,2,7,10,8,Guest Lecture,Management,6.62,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
192,8,4,8,6,3,5,1,5,Guest Lecture,Arts,5.0,Medium,Okay event. The time management could be better.,0.5,0.5,Positive
561,9,6,4,8,6,8,3,3,Workshop,Mechanical,5.88,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
364,6,6,7,9,6,4,7,6,Guest Lecture,Electronics,6.38,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
40,6,7,5,6,10,5,6,3,Cultural Event,Computer Science,6.0,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
521,5,9,4,2,1,8,3,7,Seminar,Arts,4.88,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
201,8,2,8,9,8,8,9,4,Seminar,Mechanical,7.0,High,The best event I've attended this semester. Excellent content!,1.0,0.65,Positive
780,6,4,4,10,6,5,6,8,Workshop,Electronics,6.12,Medium,The event was okay. Some parts were interesting.,0.5,0.5,Positive
853,7,9,4,8,9,4,10,2,Tech Talk,Electronics,6.62,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
202,5,6,6,10,3,4,2,8,Workshop,Arts,5.5,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
421,6,3,8,10,6,8,7,9,Tech Talk,Civil,7.12,High,The best event I've attended this semester. Excellent content!,1.0,0.65,Positive
671,9,8,6,10,10,7,7,8,Seminar,Computer Science,8.12,High,The event exceeded my expectations. Very well organized.,0.2,0.3,Positive
334,5,9,4,3,8,10,4,2,Workshop,Electronics,5.62,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
843,6,8,5,4,5,5,10,6,Cultural Event,Arts,6.12,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
57,10,7,6,10,4,4,2,4,Guest Lecture,Arts,5.88,Medium,The event met my basic expectations.,0.0,0.125,Neutral
353,6,7,5,3,6,6,7,5,Tech Talk,Mechanical,5.62,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
681,7,2,7,5,2,1,3,7,Guest Lecture,Civil,4.25,Medium,The event met my basic expectations.,0.0,0.125,Neutral
394,6,3,6,10,7,4,3,3,Guest Lecture,Computer Science,5.25,Medium,The event was okay. Some parts were interesting.,0.5,0.5,Positive
188,7,6,8,9,9,8,9,10,Workshop,Management,8.25,High,The best event I've attended this semester. Excellent content!,1.0,0.65,Positive
641,5,10,6,7,4,2,5,4,Guest Lecture,Mechanical,5.38,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
544,10,7,8,4,6,5,7,8,Cultural Event,Electronics,6.88,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
163,9,3,4,7,3,8,6,8,Guest Lecture,Electronics,6.0,Medium,The event met my basic expectations.,0.0,0.125,Neutral
283,9,2,6,1,2,10,5,5,Workshop,Mechanical,5.0,Medium,The event met my basic expectations.,0.0,0.125,Neutral
820,6,5,4,9,2,5,10,7,Cultural Event,Arts,6.0,Medium,Some useful information but could be improved.,0.3,0.0,Positive
254,6,6,6,8,9,4,4,8,Seminar,Electronics,6.38,Medium,The event met my basic expectations.,0.0,0.125,Neutral
221,9,6,8,1,8,2,5,6,Guest Lecture,Civil,5.62,Medium,Okay event. The time management could be better.,0.5,0.5,Positive
736,8,2,8,8,2,6,5,4,Workshop,Computer Science,5.38,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
280,9,10,4,7,7,3,5,4,Seminar,Civil,6.12,Medium,Okay event. The time management could be better.,0.5,0.5,Positive
976,5,2,5,5,7,9,4,3,Seminar,Electronics,5.0,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
481,9,10,8,9,1,3,1,9,Tech Talk,Management,6.25,Medium,The topic was interesting but execution was average.,0.175,0.44999999999999996,Positive
80,7,6,4,1,5,6,1,8,Cultural Event,Computer Science,4.75,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
473,10,10,7,5,2,6,10,5,Guest Lecture,Computer Science,6.88,Medium,Okay event. The time management could be better.,0.5,0.5,Positive
762,10,7,5,7,8,9,3,4,Workshop,Mechanical,6.62,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
385,5,2,6,7,3,2,10,1,Tech Talk,Mechanical,4.5,Medium,The topic was interesting but execution was average.,0.175,0.44999999999999996,Positive
195,9,7,5,5,10,10,5,1,Cultural Event,Management,6.5,Medium,The topic was interesting but execution was average.,0.175,0.44999999999999996,Positive
144,8,6,5,6,3,8,2,6,Tech Talk,Arts,5.5,Medium,The event was okay. Some parts were interesting.,0.5,0.5,Positive
767,10,10,8,3,9,6,4,8,Cultural Event,Computer Science,7.25,High,Highly satisfied with the event quality and organization.,0.5,1.0,Positive
300,6,8,4,5,5,9,5,4,Cultural Event,Management,5.75,Medium,Some useful information but could be improved.,0.3,0.0,Positive
580,5,2,5,8,6,5,4,9,Guest Lecture,Mechanical,5.5,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
216,5,9,8,2,4,8,9,10,Cultural Event,Mechanical,6.88,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
583,9,3,4,6,5,3,8,7,Tech Talk,Computer Science,5.62,Medium,The topic was interesting but execution was average.,0.175,0.44999999999999996,Positive
881,7,9,5,9,4,5,4,8,Cultural Event,Civil,6.38,Medium,The content was decent but the pace was too fast.,0.18333333333333335,0.6333333333333333,Positive
488,8,8,6,9,7,4,6,1,Guest Lecture,Electronics,6.12,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
892,5,8,8,9,6,9,10,6,Guest Lecture,Mechanical,7.62,High,Very informative and well-structured. Great learning opportunity.,0.5,0.525,Positive
152,7,2,5,1,5,10,5,6,Tech Talk,Arts,5.12,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
925,7,10,6,7,9,10,1,3,Seminar,Arts,6.62,Medium,Okay event. The time management could be better.,0.5,0.5,Positive
729,9,9,8,7,5,4,5,5,Seminar,Mechanical,6.5,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
647,5,5,8,8,9,6,9,8,Cultural Event,Civil,7.25,High,Amazing experience! The hands-on activities were very helpful.,0.4750000000000001,0.6,Positive
686,8,6,5,5,2,6,5,8,Workshop,Civil,5.62,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
93,9,10,6,4,9,6,7,8,Cultural Event,Management,7.38,High,Highly satisfied with the event quality and organization.,0.5,1.0,Positive
485,8,4,7,1,4,7,1,4,Tech Talk,Arts,4.5,Medium,The event was okay. Some parts were interesting.,0.5,0.5,Positive
59,5,8,5,6,10,3,4,10,Tech Talk,Management,6.38,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
907,10,4,7,6,1,2,5,1,Tech Talk,Arts,4.5,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
158,10,6,5,6,2,10,3,8,Tech Talk,Electronics,6.25,Medium,Some useful information but could be improved.,0.3,0.0,Positive
955,10,4,4,1,10,1,10,10,Tech Talk,Electronics,6.25,Medium,The event was okay. Some parts were interesting.,0.5,0.5,Positive
758,8,3,7,7,9,6,7,5,Guest Lecture,Computer Science,6.5,Medium,The content was decent but the pace was too fast.,0.18333333333333335,0.6333333333333333,Positive
605,6,4,4,4,7,5,5,2,Seminar,Management,4.62,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
475,10,6,4,9,3,1,6,7,Tech Talk,Mechanical,5.75,Medium,The event was okay. Some parts were interesting.,0.5,0.5,Positive
154,9,7,4,8,2,6,3,9,Workshop,Management,6.0,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
79,6,4,6,6,6,4,9,10,Workshop,Mechanical,6.38,Medium,Some useful information but could be improved.,0.3,0.0,Positive
36,10,6,5,2,1,9,9,6,Workshop,Civil,6.0,Medium,The event was okay. Some parts were interesting.,0.5,0.5,Positive
562,6,3,6,7,8,7,4,1,Workshop,Management,5.25,Medium,The event met my basic expectations.,0.0,0.125,Neutral
231,10,7,8,1,3,3,3,3,Guest Lecture,Civil,4.75,Medium,Some useful information but could be improved.,0.3,0.0,Positive
869,8,7,6,2,9,4,1,7,Workshop,Electronics,5.5,Medium,The content was decent but the pace was too fast.,0.18333333333333335,0.6333333333333333,Positive
608,7,4,6,5,4,7,8,7,Tech Talk,Electronics,6.0,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
846,10,7,7,4,7,10,7,1,Cultural Event,Computer Science,6.62,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
542,10,4,7,7,2,2,5,9,Workshop,Management,5.75,Medium,Okay event. The time management could be better.,0.5,0.5,Positive
941,9,3,7,2,9,7,3,1,Guest Lecture,Civil,5.12,Medium,Okay event. The time management could be better.,0.5,0.5,Positive
919,10,2,8,5,6,3,8,5,Guest Lecture,Mechanical,5.88,Medium,Okay event. The time management could be better.,0.5,0.5,Positive
352,6,2,6,3,5,3,8,6,Workshop,Electronics,4.88,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
839,9,2,5,10,4,4,9,1,Cultural Event,Electronics,5.5,Medium,The content was decent but the pace was too fast.,0.18333333333333335,0.6333333333333333,Positive
266,8,8,5,6,6,8,2,2,Workshop,Mechanical,5.62,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
298,8,4,8,9,7,1,7,3,Guest Lecture,Civil,5.88,Medium,Some useful information but could be improved.,0.3,0.0,Positive
929,10,2,6,1,1,9,9,7,Seminar,Civil,5.62,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
574,6,4,8,5,9,5,7,10,Tech Talk,Management,6.75,Medium,The content was decent but the pace was too fast.,0.18333333333333335,0.6333333333333333,Positive
250,5,7,7,3,1,6,3,1,Guest Lecture,Management,4.12,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
616,9,8,6,9,6,3,5,8,Workshop,Arts,6.75,Medium,The event met my basic expectations.,0.0,0.125,Neutral
164,8,5,7,10,8,9,10,1,Tech Talk,Arts,7.25,High,Very informative and well-structured. Great learning opportunity.,0.5,0.525,Positive
827,6,3,4,9,7,8,7,6,Workshop,Computer Science,6.25,Medium,Okay event. The time management could be better.,0.5,0.5,Positive
228,7,6,6,1,6,6,6,9,Workshop,Electronics,5.88,Medium,The event was okay. Some parts were interesting.,0.5,0.5,Positive
787,10,10,5,10,1,9,3,8,Seminar,Management,7.0,High,Very informative and well-structured. Great learning opportunity.,0.5,0.525,Positive
317,8,8,4,1,10,10,9,1,Tech Talk,Civil,6.38,Medium,The topic was interesting but execution was average.,0.175,0.44999999999999996,Positive
110,9,6,4,1,4,7,9,5,Tech Talk,Mechanical,5.62,Medium,The content was decent but the pace was too fast.,0.18333333333333335,0.6333333333333333,Positive
165,6,2,6,2,2,10,2,2,Seminar,Civil,4.0,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
701,5,9,7,1,9,9,1,9,Guest Lecture,Electronics,6.25,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
362,7,9,6,7,4,8,1,2,Workshop,Arts,5.5,Medium,The event met my basic expectations.,0.0,0.125,Neutral
890,8,7,5,3,9,1,4,5,Cultural Event,Civil,5.25,Medium,Decent workshop but the materials were outdated.,-0.11666666666666671,0.65,Negative
728,10,9,4,8,5,2,3,10,Workshop,Computer Science,6.38,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
466,9,8,5,5,6,2,10,4,Workshop,Electronics,6.12,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
709,9,3,6,4,4,8,10,1,Guest Lecture,Arts,5.62,Medium,The topic was interesting but execution was average.,0.175,0.44999999999999996,Positive
482,10,3,4,3,10,1,8,5,Workshop,Mechanical,5.5,Medium,Some useful information but could be improved.,0.3,0.0,Positive
406,9,10,6,1,6,1,9,2,Seminar,Arts,5.5,Medium,The event was okay. Some parts were interesting.,0.5,0.5,Positive
66,8,5,8,7,6,1,9,9,Seminar,Computer Science,6.62,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
862,6,5,6,5,7,2,10,8,Tech Talk,Electronics,6.12,Medium,The content was decent but the pace was too fast.,0.18333333333333335,0.6333333333333333,Positive
61,9,8,6,5,3,10,6,6,Cultural Event,Mechanical,6.62,Medium,Okay event. The time management could be better.,0.5,0.5,Positive
111,7,9,7,1,10,10,3,10,Workshop,Computer Science,7.12,High,The best event I've attended this semester. Excellent content!,1.0,0.65,Positive
147,6,8,4,6,9,6,8,7,Workshop,Arts,6.75,Medium,The event was okay. Some parts were interesting.,0.5,0.5,Positive
211,7,4,4,3,7,8,7,10,Guest Lecture,Computer Science,6.25,Medium,The event met my basic expectations.,0.0,0.125,Neutral
996,6,5,6,10,8,7,8,4,Seminar,Electronics,6.75,Medium,Okay event. The time management could be better.,0.5,0.5,Positive
459,8,5,8,6,6,1,8,4,Cultural Event,Management,5.75,Medium,Fairly good session but lacked practical examples.,0.7,0.6000000000000001,Positive
81,5,5,6,5,7,3,9,5,Tech Talk,Computer Science,5.62,Medium,It was an alright session. Nothing extraordinary.,0.3333333333333333,1.0,Positive
288,5,9,6,9,4,4,2,6,Seminar,Computer Science,5.62,Medium,The event was okay. Some parts were interesting.,0.5,0.5,Positive
6,7,10,8,3,3,4,1,2,Tech Talk,Arts,4.75,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
547,6,6,8,5,1,2,2,8,Guest Lecture,Arts,4.75,Medium,Some useful information but could be improved.,0.3,0.0,Positive
30,6,2,7,5,1,10,9,10,Guest Lecture,Mechanical,6.25,Medium,Some useful information but could be improved.,0.3,0.0,Positive
445,9,4,4,2,4,8,1,6,Workshop,Arts,4.75,Medium,The topic was interesting but execution was average.,0.175,0.44999999999999996,Positive
591,6,9,8,5,10,6,2,10,Cultural Event,Civil,7.0,High,Loved the interactive nature of the event. Would attend again.,0.7,0.8,Positive
770,10,10,5,7,10,7,7,10,Tech Talk,Electronics,8.25,High,The best event I've attended this semester. Excellent content!,1.0,0.65,Positive
484,9,6,8,10,3,2,8,4,Seminar,Electronics,6.25,Medium,Average experience. Could have been more interactive.,0.175,0.44999999999999996,Positive
180,8,4,4,1,6,9,6,1,Guest Lecture,Management,4.88,Medium,The content was decent but the pace was too fast.,0.18333333333333335,0.6333333333333333,Positive
946,5,5,5,6,1,3,10,5,Workshop,Management,5.0,Medium,The event met my basic expectations.,0.0,0.125,Neutral
